編號,名稱,詳細說明,參與對象,活動地點,地址,電話,主辦單位,開始時間,結束時間,周期性活動,非周期性活動,網站,照片連結1,照片說明1,照片連結2,照片說明2,照片連結3,照片說明3,X座標,Y座標,分類1,分類2,地圖/簡圖連結,交通資訊,停車資訊,費用,注意事項,縣市,鄉鎮
C2_371020000A_004104,金門家扶中心「金家好陶器陶藝展」,金門家扶中心「金家好陶器陶藝展」邀您共賞童心創藝之美展期｜7月19日－7月30日展地｜金門縣文化局第二展場開幕式｜7月19日上午10時本次展覽共展出約50件作品，包括「石蚵寶寶」、「水獺俱樂部」、「雞哩咕嚕」、「好事要花生」等，創作靈感來自金門的海洋文化、保育動物歐亞水獺、烈嶼守護神風雞及在地名產花生荖等主題，這些作品不僅展現兒童豐富的想像力與創意，也反映他們對家鄉文化的理解與詮釋。孩童透過陶藝創作的過程，不僅能激發藝術潛能，也有助於促進心理健康與情緒表達，展覽作品充滿童真與個人風格，傳達出孩子們對生活的細膩觀察與情感投射，期盼透過此次展覽，讓更多民眾了解並支持兒童藝術教育，一同感受童心與藝術交織的溫暖力量。展覽由陶藝家 #王明宗 老師指導，金門家扶中心社工游雅惠帶領陶藝隊扶助兒童共同創作，展出作品富含童趣與創意，展現孩童對金門土地與生活的真摯情感與觀察。本展為家扶兒童長期學習成果的集中呈現，自2023年9月至2024年6月期間，兒童們每週六上午前往浯州陶藝王明宗工作室參與陶藝課程，內容涵蓋上釉、上色、打磨、拉坏、調色妝土等多項技術，除了學習陶藝技巧，孩子們也親自參與展場規劃與布置，從創作到呈現皆投入高度心力，不僅提升實作能力，更激發團隊合作與創造力。金門家扶中心主任洪依帆表示，感謝金門縣文化局與陶藝學會理事長王明宗老師的支持與協助，使本次展覽得以順利舉辦，透過公開展出，讓扶助兒童能將平日所學付諸實踐，不僅提升自我成就感，也有助於建立自信心。誠摯邀請社會大眾於展覽期間踴躍參觀，一同見證金門家扶兒童們以陶土譜寫出的成長故事，體驗充滿創意與在地連結的藝術饗宴。,,詳見官網,,886-8-2318823,金門縣政府,7/19/2025 8:00:00 AM,7/30/2025 5:30:00 PM,,,,,,,,,,118.323510,24.440870,03,  ,,,,,,金門縣,金城鎮
C2_371020000A_004105,六六藝集聯展,六六藝集聯展07/25-08/20 08:00-17:30烈嶼鄉文化館二樓本次展覽自7月25日至8月20日於烈嶼鄉文化館展出，由六六藝集畫會第九次舉辦聯展，也是第二度選擇在金門辦展。六六藝集成員皆為1977年畢業於國立台灣藝術大學前身「國立藝專美術科夜間部」的老同學，當年美術科分為國畫組與西畫組，畢業後各奔東西，歷經職涯與人生的波瀾壯闊，如今四十餘年後再度攜手創作、共展於家鄉舞台，格外動人。此次展覽由林世英老師擔任策展人，他親自從佈展、統籌到策劃，悉心展現21位藝術家各自的風格與創作，讓每件作品在文化館空間中發光發熱。林老師指出，此次聯展是六六藝集畫會的第九場，參與展覽的成員皆對金門懷有深厚情感，除了帶來精心創作的作品，更以專業態度親赴金門實地寫生，用藝術致敬這片土地。藝術家黃金華老師提前數日抵達烈嶼，現地寫生，以畫筆記錄金門風貌。展出內容豐富，涵蓋風景、人物、抽象、現代等多元風格，是一場藝術與情誼的視覺饗宴，也是一段時間與記憶交會的溫暖旅程。歡迎鄉親與遊客在暑假期間蒞臨參觀，感受藝術的溫度與生命的韻律。,,詳見官網,,886-8-2318823,金門縣政府,7/25/2025 8:00:00 AM,8/20/2025 5:30:00 PM,,,,,,,,,,118.317050,24.435860,03,  ,,,,,,金門縣,金城鎮
C2_371020000A_004106,2025年7月兒童中外文故事主題：SDG16 和平、正義及健全制度,2025年7月兒童中外文故事主題：SDG16 和平、正義及健全制度114年度兒童中外文故事屋今年度一整年的主打主題 ： SDGs永續發展3.0升級版、STEAM去年113年陸續加強介紹了SDGs的9個項目，今年特別挑選出7個領域集中火力的推廣，再增STEAM(科技、科學、工程、數學、藝術)每個月除了有說故事活動之外現場還有小型書展讓大小朋友能更深入的了解七月份主題 : 和平、正義及健全制度每個月最後一個星期日中文故事屋，會有本土語言推廣喔！歡迎各位大小朋友一起來聽故事創造美好回憶每週六、日 南棟一樓 10：00 - 11：00（不用報名，現場入座即可）,,詳見官網,,886-8-2318823,金門縣政府,7/1/2025 10:00:00 AM,7/31/2025 11:00:00 AM,,,,,,,,,,118.317050,24.435860,03,  ,,,,,,金門縣,金城鎮
C2_371020000A_004107,金門金響亮樂團：歌詠金門二部曲,金門金響亮樂團：歌詠金門二部曲演奏多首懷舊老歌，在薩克斯風的演奏中，用音樂的真善美淨化人心。透過音樂傳遞給更多人，期望大家以行動支持金門在地樂團 把美好的音樂帶到金門各個角落｜各場演出次資訊｜07/12(週六)19:00正義社區發展協會07/26(周六)19:00莒光樓08/09(週六)19:00總兵署08/27(週六)19:00庵邊社區發展協會09/27(週六)19:00湖埔里辦公室10/18(週六)19:00下莊社區發展協會,,詳見官網,,886-8-2318823,金門縣政府,7/12/2025 7:00:00 PM,10/18/2025 9:00:00 PM,,,,,,,,,,118.317050,24.435860,03,  ,,,,,,金門縣,金城鎮
C2_371020000A_004108,金門縣圓韵愛樂協會：2025年第十一屆父親節感恩音樂會~古詩新韻敘衷情,2025年第十一屆父親節感恩音樂會〜古詩新韻敘衷情演出時間｜8月8日（五）19:00(18:30開放自由入場)演出地點｜金門縣文化局演藝廳父親節感恩音樂會自2015年創辦以來，至今已連續舉辦十一屆，象徵著溫情傳承與藝文持續發展的雙重意義，今年音樂會將延續一貫的感恩主題。演出團隊｜#圓韵合唱團#金門縣合唱團#金門縣兒童合唱團集結老中青少三代歌聲，演繹動人旋律，傳遞溫馨情懷。本屆演出特別邀請擁有深厚主持功力與音樂素養的許維民校長擔任節目主持人，透過導聆與互動，引領觀眾進入音樂的世界，深化聆賞體驗。此次曲目橫跨古今、融合中西，內容豐富多元，展現合唱藝術多樣風貌，並以歌聲歌頌父愛之深情。#圓韵合唱團 成立於2015年，前身為金城國小合唱團，成員為中正國小百年校慶重聚的老校友，長年分布於台金兩地練唱，實踐「圓少年合唱夢，譜金門新音韵」之宗旨。#金門縣兒童合唱團 由胡璉藝術基金會於2025年創立，42位學童從激烈甄選中脫穎而出，致力傳唱島嶼故事，打造融合閩南文化與戰地歷史的童聲品牌。#金門縣合唱團 創立於1986年，歷經多年耕耘，為金門地區最具代表性的合唱社團之一，屢獲全國合唱賽佳績，堪稱金門之光。歷年來，音樂會也積極創新展演形式，第九屆音樂會轉至社區舉行，走入大同之家與烈嶼鄉上庫社區，將歌聲送至長者與居民身邊。2024年第十屆則延續此精神，前進部立金門醫院與金湖蓮庵里活動中心，同樣獲得熱烈迴響。今年音樂會重返文化局演藝廳，於嶄新舞台再現溫馨樂章，期盼帶給觀眾更深層的感動。金門縣圓韵愛樂協會長年以推動地方音樂藝術為己任，透過本活動持續實踐「以歌傳情、以藝會友」的理念，誠摯邀請鄉親共襄盛舉，於父親節當晚一同走進音樂殿堂，為父愛喝采，共享溫馨美好的夜晚。,,詳見官網,,886-8-2318823,金門縣政府,8/8/2025 7:00:00 PM,8/8/2025 9:00:00 PM,,,,,,,,,,118.323510,24.440870,03,  ,,,,,,金門縣,金城鎮
C2_371020000A_004109,金門縣仙洲薪傳南音社：南音培訓教學表演活動,金門縣仙洲薪傳南音社：南音培訓教學表演活動07/14(週一)19:30仙洲南音社07/28(週一)19:30三山里公所08/11(週一)19:30浯江南樂社10/16(週四)19:30昭靈宮歡迎對南音有興趣之大小朋友們前往觀賞#金門縣仙洲薪傳南音社 創設於民國107年3月29日，由一群愛好古典南音的地方熱心人士發起，特聘泉州[五代南音世家]國寶級南音名師吳淑珍為駐館南音教授，為地區傳授正宗泉州南音技藝。,,詳見官網,,886-8-2318823,金門縣政府,7/14/2025 7:30:00 PM,10/16/2025 9:00:00 PM,,,,,,,,,,118.317050,24.435860,03,  ,,,,,,金門縣,金城鎮
C2_371020000A_004111,文化部 庄頭劇場 藝日限定 文化平權巡演明華園戲劇總團《貓神》,庄頭劇場 ✕ #明華園戲劇總團 ✕ #金門睽違十年，明華園重磅再現金門！招牌懸疑大戲《貓神》震撼登場/（六）#金城鎮 莒光公園(共融公園) ✧ 藝日限定開演！明華園戲劇總團《貓神》｜:&ndash;:戲劇演出介紹來了 《貓神》是明華園首部懸疑題材創作，改編自五○年代風靡全臺的連本戲劇，劇情緊湊、轉折驚奇，融合華麗的東洋歌舞劇風、與貓的輕靈身段特色，打造出一場視覺與情感層次兼具的劇場饗宴！不只是「找出兇手」那麼簡單，劇中更深刻描繪人物性格與人性的情感掙扎，讓你在推理之外，也直擊心底最柔軟的情感。夜幕降臨，金門星空下，一起體驗這部震撼與感動並存的歌仔戲經典！快來金門一起感受不一樣的藝術氛圍！明華園戲劇總團的《貓神》不容錯過，帶著家人、朋友一同來吧！----- ⊹ ----- ⊹ ----- ⊹ ----- ⊹ ----- ⊹ -----主辦單位｜文化部、金門縣政府影像來源｜明華園戲劇總團連絡電話：082-328638#833各活動時間及地點以主辦單位最新公告為主,,詳見官網,,886-8-2318823,金門縣政府,8/23/2025 7:00:00 PM,8/23/2025 9:30:00 PM,,,,,,,,,,118.317860,24.426490,03,  ,,,,,,金門縣,金城鎮
C2_371020000A_004117,臺北木偶劇團：燈猴,臺北木偶劇團 攜新作 #白賊燈猴天借膽 前進金門嚕｜演出資訊｜8月15日（四）19:00｜烈嶼鄉 東林複合式運動場8月16日（五）19:00｜金沙鎮 文化園區廣場8月17日（六）19:00｜金湖鎮 山外籃球場免費自由入場，歡迎鄉親踴躍參加。傳統布袋戲跨海演出，以台灣民間故事感動離島親子觀眾，為延續並傳承布袋戲文化，臺北木偶劇團將於2025年8月中旬攜新作《白賊燈猴天借膽》，前進金門三鄉鎮展開夏季巡演，期望以融合台灣民間信仰與節慶寓意的布袋戲作品，深入離島社區，與當地親子共度一場寓教於樂的藝術之旅。《白賊燈猴天借膽》改編自台灣傳統「沉島傳說」，劇情描述神桌上默默無聞的燭台「燈猴」（台語音近「燈鉤」），因不滿長年被忽視，憤而向玉皇大帝誣告蓬萊島百姓，引發天神震怒。面對除夕夜即將水沉全島的命運，善良的居民齊聚一堂，以最後的燭光點亮希望與團結。劇情富含信仰象徵與節慶精神，並以傳統布袋戲結合現代光影演出形式，展現深厚藝術功底與創新能量，適合闔家觀賞。臺北木偶劇團自2010年創立以來，秉持「讓世界看見台灣，就看見偶戲」的信念，由一群平均年齡三十餘歲、習藝超過15年的青年偶師與樂師組成。劇團長年巡演全台，足跡遍及校園、社區、宮廟、慈善機構與國家級劇場，累計超過600場演出，並連續14年獲選為Taiwan Top國家演藝團隊。活動在 #文化部「振興．振心」計畫，以及 #金門縣文化局 與 #財團法人金門酒廠胡璉文化藝術基金會 的支持下，將大型舞台設備跨海運至金門演出，是一次意義非凡的文化交流體驗。為求演出品質與場地契合，劇團成員更親赴金門實地勘察並與各單位細部協調，深切感受到金門鄉親的熱情與支持。活動相關資訊可洽劇團官方臉書粉絲專頁「臺北木偶劇團」臺北木偶劇團及金門縣文化局誠摯邀請金門在地親子共同參與本次演出，在夏夜中感受布袋戲的藝術魅力，點亮屬於島嶼的文化燭光。,,詳見官網,,886-8-2318823,金門縣政府,8/15/2025 7:00:00 PM,8/17/2025 9:00:00 PM,,,,,,,,,,118.317050,24.435860,03,  ,,,,,,金門縣,金城鎮
C2_371020000A_004118,《筆墨書寫現代詩》書法展,《筆墨書寫現代詩》書法展展期｜8/16 - 8/27展地｜金門縣文化局 第二、三展覽室開幕式｜8/16（六）上午10:00#金門縣書法學會 年度首檔聯展《筆墨書寫現代詩》即將登場！本次主題跳脫傳統古文、詩詞書寫框架，以「現代詩」為創作內容，讓會員揮灑筆墨，展現自由精神與豐富想像。理事長徐心富表示，古詩講究典雅含蓄與韻律工整；現代詩則長短不拘，重視情感表達與意涵深度。從《詩經》到五四運動後的「新詩八要」，展現了詩歌跨越古今的多元風貌。現場將呈現會員們以當代詩人作品為靈感的創作，讓書法與文學展開對話，帶來別具風味的觀展體驗。誠摯邀請鄉親朋友、書法與文學愛好者，蒞臨感受筆墨之美與現代詩的魅力！,,詳見官網,,886-8-2318823,金門縣政府,8/16/2025 8:00:00 AM,8/27/2025 5:30:00 PM,,,,,,,,,,118.323510,24.440870,03,  ,,,,,,金門縣,金城鎮
C2_371020000A_004119,金門傀儡戲劇團：嘉禮風華-金門社區推廣暨演出,「嘉禮風華」再現金門傀儡魅力　社區巡演推動藝術生活化｜演出資訊｜08/09(週六)19:30｜榮光新村社區08/10(週日)19:30｜后園社區08/11(週一)19:30｜湖下社區08/12(週二)19:30｜安岐社區#金門傀儡戲劇團 常年積極投入文化節慶、校園推廣，並與金門縣文化局攜手合作，持續推廣地方特色文化。表演內容包括偶戲種類及木偶線路介紹、經典劇目表演及木偶體驗活動。劇目包含膾炙人口的《鍾馗醉酒》、《小沙彌下山》、《財神報喜跳加官》、《童子戲球》，結合現代元素重新詮釋，展現傀儡戲高超的藝術性與精湛技巧。此外，體驗活動將邀請民眾親手操作木偶，感受傳統藝術的奧妙與樂趣。金門傀儡戲劇團 #蔡遠進團長 表示：「傀儡戲是金門寶貴的文化資產，我們希望透過走入社區的方式，讓更多鄉親認識傀儡戲，並激發大家對傳統表演藝術的興趣與熱愛。」本次活動也特別安排專業主持人及音樂控制人員，全程導覽與引導，讓民眾在欣賞表演之餘，能深入了解傀儡戲背後的文化意涵。文化局期盼藉由「嘉禮風華─金門社區推廣暨演出」，讓傳統表演藝術不僅僅是舞台上的演出，而能融入生活、融入社區，成為在地文化重要的一部分。活動同時也落實文化藝術的創新發展與永續傳承，讓金門傀儡戲這項歷史悠遠的戲劇形式持續發光發熱。,,詳見官網,,886-8-2318823,金門縣政府,8/9/2025 7:30:00 PM,8/12/2025 9:00:00 PM,,,,,,,,,,118.317050,24.435860,03,  ,,,,,,金門縣,金城鎮
C2_371020000A_004121,碧山樂團：吹響金門全縣巡演,碧山樂團：吹響金門全縣巡演08/02 14:30｜松柏園08/02 19:30｜榮光社區08/09 19:30｜上林社區08/16 19:30｜庵前社區09/27 19:30｜湖下社區透過悠揚樂聲傳遞正能量，凝聚社區情感。本次巡演將涵蓋各鄉鎮，為金門地區帶來一場場精彩的音樂饗宴，讓更多人透過音樂感受社區的溫暖與活力。碧山樂團 成立近5年，由一群熱愛音樂的金門鄉親組成，成員來自社會各階層。樂團演奏形式以薩克斯風、小號等管樂為主，結合爵士鼓、電子琴及人聲重唱，呈現多元曲風。成立以來，樂團已巡演100場，廣受地方好評，透過每次演出，讓音樂成為連結人心的重要媒介。,,詳見官網,,886-8-2318823,金門縣政府,8/2/2025 2:30:00 PM,9/27/2025 9:00:00 PM,,,,,,,,,,118.317050,24.435860,03,  ,,,,,,金門縣,金城鎮
C2_371020000A_004131,雅杏畫會25週年巡迴～金門展,雅杏畫會25週年巡迴～金門展展期｜8/20－9/3展地｜金門縣文化局 第一、三展覽室開幕式｜8/20（週三）上午10:30雅杏畫會 25週年巡迴展首度登上離島舞台，本次展出42幅油畫、水彩、膠彩精選之作，以金門風情、戰地遺跡、古厝聚落、海岸景致、風獅爺與高粱秋收等意象為題，細膩描繪在地文化與自然之美。雅杏畫會自1999年成立，由醫界、教育界與各界藝術愛好者組成，在趙宗冠、唐雙鳳老師及多位藝術教授指導下，不斷精進畫藝，重質不重量，屢獲好評。此次金門展不僅是藝術成果的呈現，更是跨海文化交流的重要契機。雅杏畫會表示，希望透過畫筆與色彩，記錄金門之美，讓更多人從藝術中認識這片土地的靈魂與故事。誠摯邀請藝文愛好者蒞臨欣賞，感受畫筆下的金門魅力。邀請您一起走進畫中世界，感受雅杏畫會的創作熱情與金門風情。,,詳見官網,,886-8-2318823,金門縣政府,8/20/2025 8:00:00 AM,9/3/2025 5:30:00 PM,,,,,,,,,,118.317050,24.435860,03,  ,,,,,,金門縣,金城鎮
C2_371020000A_004132,墨海傳薪-洪子軒、陳玉貞書法聯展,墨海傳薪-洪子軒、陳玉貞書法聯展08/25-09/20 08:00-17:30烈嶼鄉文化館二樓,,詳見官網,,886-8-2318823,金門縣政府,8/25/2025 8:00:00 AM,9/20/2025 5:30:00 PM,,,,,,,,,,118.317050,24.435860,03,  ,,,,,,金門縣,金城鎮
C2_371020000A_004133,水墨清秋—2025金門縣水墨畫協會會員展,水墨清秋&mdash;2025金門縣水墨畫協會會員展08/30-09/10 08:00-17:30金門縣文化局第二展場金門縣水墨畫協會會員年度作品。,,詳見官網,,886-8-2318823,金門縣政府,8/30/2025 8:00:00 AM,9/10/2025 5:30:00 PM,,,,,,,,,,118.317050,24.435860,03,  ,,,,,,金門縣,金城鎮
C2_371020000A_004134,潮間的凝視──洪清漳金門潮間帶攝影展,"潮間的凝視──洪清漳金門潮間帶攝影展8月2日 #開展展期｜114年8月2日-8月13日展地｜金門縣文化局第二展場開幕式｜8月9日(六)上午10時展覽由長年關注海岸生態的攝影者 #洪清漳 策劃，透過鏡頭深入金門潮間帶，捕捉生命的律動與環境的變化，呈現人與海洋難以分割的深刻連結。這不僅是一場視覺的饗宴，更是一場對海洋生態的凝視與省思，洪清漳老師多年來走訪金門各大潮間帶，迄今已紀錄超過1,500種海洋生物，其中包括台灣未曾紀錄的物種，甚至發現並以其姓名命名的新物種&mdash;&mdash;金門鐘螺，成為金門自然史上的重要發現。我們看見的不只是海的生命力，也目睹它逐漸消逝的過程。洪清漳表示展覽中每一張作品，皆來自他長年在金門沿岸蹲守、涉水、潛伏拍攝的累積，凝聚著對家鄉海岸長達十多年的守望與深情。展出內容涵蓋豐富的潮間帶生物影像，展現金門海洋生物的多樣性，更透過空拍視角呈現當前環境變遷的警訊&mdash;&mdash;互花米草快速蔓延，悄然改變原有生態；蚵田覆蓋於積砂之下，昔日豐收成為回憶；海漂垃圾隨波而至，迫使我們正視人與自然的關係是否出現裂痕。展覽同時紀錄在地蚵農的生活現場，以及洪清漳多年來帶領學生走入潮間帶、親身接觸自然的珍貴畫面，傳遞「保護海洋，從認識開始」的理念，這些照片不只是回憶的封存，更是一份對未來世代的提醒&mdash;&mdash;海洋不在遠方，它就在我們的腳下與生活之中。洪清漳說，攝影是一種凝視。我希望觀者能從每一幀畫面中，重新理解金門潮間帶，理解人類與海洋之間的關係，我們仰賴海洋生存，更應肩負起守護的責任。拍攝只是記錄，行動才是關鍵，身為教師與公民科學者，洪清漳致力於將攝影融入教育現場，帶領學生與民眾親近潮間帶、觀察海洋生物、撰寫生態筆記，並實際參與棲地巡守工作，他深信，透過影像與故事，能喚起更多人對這片海洋的關懷與責任。潮間帶，是海與陸的交界，也是生命繁衍的搖籃，我們在沙灘拾貝、在海上搭蚵棚的同時，也必須意識到這片海正面臨前所未有的壓力與衝擊。這場展覽不只是邀請觀眾「看見」海洋，更期望喚起改變的行動&mdash;&mdash;減少海漂垃圾、支持友善養殖、...",,詳見官網,,886-8-2318823,金門縣政府,8/2/2025 8:00:00 AM,8/13/2025 5:30:00 PM,,,,,,,,,,118.323510,24.440870,03,  ,,,,,,金門縣,金城鎮
C2_371020000A_004140,獅之守望：陳凱森畫獅與金門風獅爺的對話,獅之守望：陳凱森畫獅與金門風獅爺的對話展期｜08/01-09/30　08:00-17:30展地｜金門機場藝文走廊展覽構想是以凱森老師多年來專注於獅子主題創作為核心，結合金門風獅爺「守護」的文化意象，形塑「雙重守護」的精神象徵，傳遞出人與土地、藝術與信仰間的連結。,,詳見官網,,886-8-2318823,金門縣政府,8/1/2025 8:00:00 AM,9/30/2025 5:30:00 PM,,,,,,,,,,118.317050,24.435860,03,  ,,,,,,金門縣,金城鎮
C2_371020000A_004141,2025金門傳統表演藝術團隊暑期總兵署演出,傳統藝術 &times; 歷史古蹟金門夏日最動人的文化體驗，就在「清金門鎮總兵署」盛大展開！隨著總兵署修復落成，我們在古色古香的歷史場域，隆重揭開了「傳統表演藝術系列活動」的序幕 這個夏天，週五、六晚上7點我們邀請您一起回到古蹟裡，聽南音、看傀儡戲、感受傳統樂音流轉千年的魅力。｜演出資訊｜8/1 ｜金門傀儡戲劇團（蔡遠進）8/2｜榜林社區南管班8/8｜金發興傳統傀儡戲（黃建寧）8/15｜金良興金門傳統傀儡戲（楊土金）8/16｜金門縣仙洲薪傳南音社8/23｜金門樂府傳統樂團8/30｜金門傳統二館地點｜清金門鎮總兵署誠摯邀請大家，把握夏夜時光一起走進古蹟，與傳統藝術相遇讓金門的文化資產，不只是回憶，更是生活！,,詳見官網,,886-8-2318823,金門縣政府,8/1/2025 7:00:00 PM,8/30/2025 8:00:00 PM,,,,,,,,,,118.317050,24.435860,03,  ,,,,,,金門縣,金城鎮
C2_371020000A_004142,「好時光」閱讀推廣~鈔極厲害—紙鈔中的科學親子課程(二場次),「好時光」閱讀推廣~鈔極厲害&mdash;紙鈔中的科學親子課程(二場次)8月2日親子手作限定活動7月22日周二9點起開放網路報名囉！邀請親子一起透過有趣的科學方式學習驗鈔方法，同時來圖書館消暑，一起看好書、借好書。時間：114年8月2日(週六)地點：金門縣文化局3樓會議室上午場:9:00~12:00 網路報名 https://reurl.cc/jrM0bq下午場:13:30~16:30網路報名 https://reurl.cc/WOa9e7對象：幼幼班至二年級小朋友及其家長，每場次45組。 (上下場不得重複報名)報名注意事項報名者需自7/22~7/30至 #金門縣立圖書館借10本書以上，主辦單位將於7/31(四)進行查核，合格者不再另行通知，未達借書標準者，由候補人員依序遞補。為珍惜資源，表定時間開始10分鐘內未報到者，視同棄權，將開放現場候補。講師：高雄市陽明國中 教師 謝甫宜國立高雄師範大學科學教育研究所物理組博士遠哲科學教育基金會講師高雄市國教輔導團專任輔導員曾獲得高雄縣特殊優良教師獎與物理教育教學貢獻獎分享饒富趣味的科學遊戲，強調趣味玩科學、動手做科學。用幽默風趣的方式講解科學原理，讓參加者快速吸收科普知識。,,詳見官網,,886-8-2318823,金門縣政府,8/2/2025 9:00:00 AM,8/2/2025 5:30:00 PM,,,,,,,,,,118.317050,24.435860,03,  ,,,,,,金門縣,金城鎮
C2_371020000A_004144,驅山走海書畫聯展,驅山走海畫會114年度聯展展期｜114年8月8日-8 月17日展地｜金門縣文化局第一、三展廳開幕式｜8月9日上午10時#驅山走海畫會 成立至今是有二十七年，畫家們時常相邀結伴在金門四處探訪采風寫生，描繪故鄉特有的自然生態與人文景觀。十二位畫友經歷多年來持續的寫生精進、相互砥礪，各自表述，以不同的情懷樣貌，已有豐碩的成果。今年特別的是展出原作與大圖輸出，看到尺幅變大的作品，多了場域的氣勢，增加了裝飾與能量效應。並且與原作相對照，原物件的放大讓個別形體更加敏銳，構圖的經營與安排，讓形式內容的優缺點更加凸顯。讓創作者多了一層自我省視與檢討的機緣。也讓觀眾有更豐富的視覺體驗。12位創作者的藝術特質簡介｜#李苡甄 以绚爛的色彩，自在的運筆，注入畫作溫暖、樸實、浪漫、怡人的氣氛。#翁清土 以油畫、壓克力、水彩、水墨等融合多種媒材，細膩寫實中添加了想像，創造類似超現實與寫實的混合風格。#唐敏達 以書入畫，畫中內容皆來自對景寫生，重新整理，重組畫面，用樸茂堅挺筆法寫樹，以方峻筆勢畫崢嶸險峻山石，畫中有設計性的色彩計畫，呈現古典中的現代感。#洪明燦 將書法的筆法結合水墨繪畫，以富有彈性和張力的線條，及濃淡深淺的墨分五彩變化。#洪永善 捕捉金門島民生活情境、及實境寫生，散發出一股「巴比松」式的詩意農村景象。歐對 #楊天澤 來說，走街串巷，尋找題材已成為生活的日常，他時常帶領空大和社大的學員畫遍浯島。他近來專注於碉堡的寫生，陳述浯島戰地印痕之美。#洪明標 採用隨走隨畫的方式與大自然對話的，昂安形式上採素描手法與版畫作詮釋，一道道手繪線條，層層堆疊，徐徐鋪展，從具像裡概括暨提練出抽像意味。#張國英 多年來以不同形式的寫生經歷，已錘鍊出深厚描繪技法，常用水彩與水墨現場速寫取材，再作為水墨畫創作的根據。作品總能去繁就簡，精確練達，給人清新脫俗之感。#陳秀娟 擅長水彩，利用水色交融產生的乾、濕、濃、淡、滲、等特性，描繪浯島巷弄村角，破舊廢宅，坍崩碉堡，山涯水邊&hellip;並以點景人物注入新生命，使畫面洋溢出生活感的溫度。#顔國榮 擅長油畫，一路秉持「師法自然」，堅持對景寫生，他以充滿律動的筆觸及...,,詳見官網,,886-8-2318823,金門縣政府,8/8/2025 8:00:00 AM,8/17/2025 5:30:00 PM,,,,,,,,,,118.317050,24.435860,03,  ,,,,,,金門縣,金城鎮
C2_371020000A_004149,2025年8月兒童中外文故事主題:SDG17多元夥伴關係,2025年8月兒童中外文故事主題:SDG17多元夥伴關係08月02日：英文講師：吳昀曇故名稱：The Great Big Book of Families https://reurl.cc/RknmV608月09日：英文講師：潘意馨故事名稱：The little red hen (Makes a pizza) https://reurl.cc/LndnXy08月16日：英文講師：董雅雯 陪讀姐姐:吳虹翬(Sophia)故事名稱：How to Make an Apple Pie and See the World https://reurl.cc/Y37b6O08月23日：法文講師：傑瑞米&bull;尼可力故事名稱：好朋友俱樂部 https://reurl.cc/Rk1kW908月30日：英文講師：薛奕鳳故事名稱：The musicians of Bremen ＃週日「兒童中文故事」10:00~11:008月03日：中文講師：李曉君故事名稱： 世界喜歡這樣的你 https://reurl.cc/89n9O408月10日：中文講師：張嘉佩故事名稱：什麼形狀，都行！ https://reurl.cc/ko0yQq08月17日：中文講師：歐陽萍故事名稱：不一樣的沙子島之歌   https://reurl.cc/kn69pq08月24日：中文講師：顏甄珍（牛奶阿姨）故事名稱：遠在天邊08月31日：中文講師: 薛奕龍故事名稱：老鼠、鼴鼠挖番薯 https://reurl.cc/Z4pZaM,,詳見官網,,886-8-2318823,金門縣政府,8/1/2025 10:00:00 AM,8/31/2025 11:00:00 AM,,,,,,,,,,118.317050,24.435860,03,  ,,,,,,金門縣,金城鎮
C2_371020000A_004152,114年百大文化基地體驗工作坊(金門場)-古崗新郎燈傳統工藝體驗,114年百大文化基地體驗工作坊(金門場)-古崗新郎燈傳統工藝體驗指導單位：文化部主辦單位：國立臺南生活美學館合辦單位：金門縣文化局、金門縣古崗社區發展協會、王慶雲洋樓報名時間：採線上報名https://reurl.cc/ekD9Xj，自即日起至8月24日止，限額40人。工作坊時間：114年8月31日(日)14:30-18:00工作坊地點：古崗社區發展協會(金門縣金城鎮大古崗2-2號)參加對象：地方社區營造及地方創生社團、社區營造點、學校教師及對社區營造有興趣的一般民眾。 ▎課程表：14:00-14:25 報到(古崗社區發展協會/金門縣金城鎮大古崗2-2號)14:25-14:30 開場及相見歡14:30-15:00 金門百大文化基地介紹(古崗學校洋樓、王慶雲洋樓)15:10-16:10 小型新郎燈彩繪製作體驗16:10-17:30 古崗社區走讀(路線：古崗社區發展協會-石鼓菩薩、仰雙巖、大古崗14號二落大厝、復興商店、董石獅董詩揚二落大厝、下田邊、董允耀洋樓、董光奇洋樓、雙峯巖、董氏家廟、古崗學校)17:30-18:00 交流座談18:00 平安歸(漁村沙魚炸特色餐盒) ▎其他說明：本活動全額免費全程參與者可取得3.5小時公務人員/教師學習時數。本簡章如有未盡事宜，主辦單位保留動態調整、取消、終止活動辦理之權利，若有相關異動，主辦單位將主動公告並告知與會人員。,,詳見官網,,886-8-2318823,金門縣政府,8/31/2025 2:30:00 PM,8/31/2025 6:00:00 PM,,,,,,,,,,118.317050,24.435860,03,  ,,,,,,金門縣,金城鎮
